"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profitMargin","buy","profit","actualProfit"
"1145",4712,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE16","B",74,3,1.5,1.4,126,115,"Average","rental (private)",51.505715,-0.046493,30,5,2,"rotherhithe","Thames Water",69100,"Southwark","light_rail",0,0,1,0.3691116,561000,534498.195901549,-0.0472402925106081,0,-0.0472402925106081,0
"1146",11159,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",64,4,4.3,0.7,383,66,"Poor","owner-occupied",51.371242,-0.160593,64,33,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.375947,415000,394944.227241582,-0.0483271632732972,0,-0.0483271632732972,0
"1147",11688,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",109.52,7,7.3,5.5,396,299,"Average","rental (private)",51.485831,0.012154,123,12,3,"westcombe park","Thames Water",63600,"Greenwich","rail",0,1,0,0.4530006,751000,714545.547499152,-0.0485412150477341,0,-0.0485412150477341,0
"1148",6101,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE26","D",90,5,3.4,1,212,59,"Average","owner-occupied",51.430741,-0.039925,103,30,4,"lower sydenham","Thames Water",45100,"Lewisham","rail",0,1,0,0.6021366,414000,393576.009658842,-0.0493333100027968,0,-0.0493333100027968,0
"1149",1554,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW1","C",27.11,1,2.5,2.5,316,321,"Good","owner-occupied",51.452156,-0.33249,46,12,5,"twickenham","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.2429674,288000,273451.069349681,-0.0505171203136069,0,-0.0505171203136069,0
"1150",14320,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N19","D",57,2,2.2,1.1,238,115,"Good","owner-occupied",51.557139,-0.136297,104,43,2,"tufnell park","Thames Water",60300,"Camden","tube",1,0,0,0.2000908,552000,524083.276450826,-0.0505737745456047,0,-0.0505737745456047,0
"1151",256,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW9","C",62,3,1.9,1.8,178,162,"Good","owner-occupied",51.465507,-0.294753,85,10,4,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.7189598,464000,440367.858867799,-0.0509313386469849,0,-0.0509313386469849,0
"1152",7545,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N21","C",56,3,3.2,1.7,339,182,"Average","owner-occupied",51.647776,-0.111147,37,63,5,"grange park","Thames Water",61700,"Enfield","rail",0,1,0,0.8830094,377000,357317.102945808,-0.0522092760058155,0,-0.0522092760058155,0
"1153",2779,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","E",117,6,6.8,3.7,331,178,"Average","owner-occupied",51.382021,-0.061177,110,58,3,"woodside","Thames Water",59100,"Croydon","light_rail",0,0,1,0.627614,585000,554304.449230416,-0.0524710269565543,0,-0.0524710269565543,0
"1154",2473,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","E",66,3,4.3,2.7,336,214,"Average","owner-occupied",51.571969,-0.027477,83,11,3,"lea bridge","Thames Water",54700,"Waltham Forest","rail",0,1,0,0.6767046,406000,384657.372147928,-0.0525680488967294,0,-0.0525680488967294,0
"1155",2375,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",40,2,3.8,1.2,543,171,"Very Poor","owner-occupied",51.522049,-0.43524,117,43,5,"hayes and harlington","Affinity Water",43800,"Hillingdon","rail",0,1,0,1.7697472,273000,258466.785863269,-0.053235216618062,0,-0.053235216618062,0
"1156",493,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW10","E",132,5,6.5,3.5,281,148,"Average","owner-occupied",51.532631,-0.226559,113,50,2,"kensal green","Thames Water",52500,"Brent","tube",2,0,1,0.146029,1173000,1109823.28114629,-0.0538590953569559,0,-0.0538590953569559,0
"1157",10756,NA,NA,"F","N","L",NA,NA,NA,"SOUTH WOODFORD",NA,NA,"E18","C",42,2,1,1,140,133,"Good","rental (private)",51.598087,0.025663,48,39,4,"south woodford","Thames Water",63400,"Redbridge","tube",1,0,0,0.6860256,262000,247816.187713413,-0.0541366881167426,0,-0.0541366881167426,0
"1158",15584,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E11","D",53.25,3,2.8,2.8,274,268,"Very Poor","rental (private)",51.55696,0.00032,71,13,3,"leyton","Thames Water",44000,"Redbridge","tube",1,0,0,0.394589,291000,275241.951640318,-0.0541513689336164,0,-0.0541513689336164,0
"1159",9210,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E14","C",96,3,2.3,2.2,141,134,"Good","owner-occupied",51.50229,-0.018168,138,5,2,"south quay","Thames Water",85200,"Tower Hamlets","light_rail",0,0,1,0.0540618,754000,713085.457195636,-0.0542633193691833,0,-0.0542633193691833,0
"1160",3300,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SM4","D",47,3,2.7,1.2,338,146,"Good","owner-occupied",51.398106,-0.185061,132,21,3,"belgrave walk","SES Water",49800,"Merton","light_rail",0,0,1,0.562367,252000,238315.581819127,-0.0543032467494956,0,-0.0543032467494956,0
"1161",1835,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",66.68,4,5.3,5.2,411,405,"Poor","owner-occupied",51.381671,0.0995,70,66,6,"orpington","Thames Water",59500,"Bromley","rail",0,1,0,0.997347,379000,358350.650282864,-0.0544837723407286,0,-0.0544837723407286,0
"1162",3224,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW11","D",116,6,5.8,2.9,233,109,"Good","owner-occupied",51.431186,-0.348351,59,17,6,"fulwell","Thames Water",62200,"Richmond upon Thames","rail",0,1,0,0.5238402,834000,787721.40075038,-0.0554899271578175,0,-0.0554899271578175,0
"1163",6018,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW8","C",113,4,3.4,2,170,98,"Average","owner-occupied",51.492772,-0.308457,36,16,4,"brentford","Thames Water",50200,"Hounslow","rail",0,1,0,0.3827824,650000,613922.931547501,-0.0555031822346142,0,-0.0555031822346142,0
"1164",1252,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","D",78,3,3.1,1,226,70,"Average","owner-occupied",51.651569,-0.073419,105,29,5,"enfield town","Thames Water",49900,"Enfield","light_rail",0,0,1,0.4144738,432000,407799.778955871,-0.0560190301947422,0,-0.0560190301947422,0
"1165",10346,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"NW9","E",92.31,5,6.3,4.6,409,296,"Average","owner-occupied",51.578301,-0.257023,31,46,3,"hendon","Affinity Water",50000,"Brent","rail",0,1,0,1.419899,623000,587960.71948433,-0.0562428258678485,0,-0.0562428258678485,0
"1166",6650,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW1","D",68,3,2.6,2.2,217,185,"Average","owner-occupied",51.451908,-0.322,37,10,4,"st margarets","Thames Water",70200,"Richmond upon Thames","rail",0,1,0,0.5170048,525000,495341.641936941,-0.0564921105963023,0,-0.0564921105963023,0
"1167",15870,NA,NA,"T","N","F",NA,NA,NA,"EAST DULWICH",NA,NA,"SE22","E",113,7,4,2.2,172,89,"Good","owner-occupied",51.452324,-0.072449,95,42,2,"north dulwich","Thames Water",59400,"Southwark","rail",0,1,0,1.0166104,959000,904361.365906265,-0.0569745923813709,0,-0.0569745923813709,0
"1168",6569,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW12","E",97,5,5.3,2.7,306,152,"Good","owner-occupied",51.41625,-0.371525,60,19,6,"hampton","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.0708396,709000,668519.390816325,-0.0570953585101194,0,-0.0570953585101194,0
"1169",8621,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","C",93,5,3.1,1,187,61,"Average","owner-occupied",51.57217,-0.347907,172,69,5,"south harrow","Affinity Water",54500,"Harrow","tube",1,0,0,0.5605028,506000,476918.266020587,-0.0574737825680091,0,-0.0574737825680091,0
"1170",5012,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR5","C",82,5,2.7,0.8,185,54,"Good","owner-occupied",51.317861,-0.153775,82,97,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.4144738,411000,387294.748030248,-0.0576770120918543,0,-0.0576770120918543,0
"1171",12264,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM5","D",67,4,3.4,0.9,291,75,"Average","owner-occupied",51.368838,-0.16964,104,38,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.208169,410000,386169.756889355,-0.0581225441723057,0,-0.0581225441723057,0
"1172",14934,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",66,3,3.6,0.8,311,66,"Average","owner-occupied",51.450283,-0.368048,60,22,5,"whitton","Thames Water",55400,"Richmond upon Thames","rail",0,1,0,0.534404,490000,461445.23465557,-0.0582750313151625,0,-0.0582750313151625,0
"1173",890,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT2","D",94,5,4.4,2,264,117,"Average","owner-occupied",51.414644,-0.292813,75,11,6,"kingston","Thames Water",68000,"Kingston upon Thames","rail",0,1,0,0.3889964,713000,671158.19402097,-0.0586841598583864,0,-0.0586841598583864,0
"1174",2035,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E5","E",126,6,7.9,2.9,302,102,"Very Poor","owner-occupied",51.554013,-0.049675,67,22,2,"hackney central","Thames Water",49700,"Hackney","light_rail",0,0,1,0.5940584,1060000,996666.966061613,-0.0597481452248938,0,-0.0597481452248938,0
"1175",5766,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",105,5,5.1,2.7,276,144,"Average","owner-occupied",51.370328,0.106208,55,89,6,"orpington","Thames Water",55700,"Bromley","rail",0,1,0,0.9022728,530000,497746.357379971,-0.0608559294717531,0,-0.0608559294717531,0
"1176",13816,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR7","D",61,3,3,1.6,283,146,"Average","rental (private)",51.401276,-0.098547,142,54,4,"thornton heath","Thames Water",44900,"Croydon","rail",0,1,0,0.21749,246000,231027.628669897,-0.0608632980898485,0,-0.0608632980898485,0
"1177",3547,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E12","D",104,6,4.5,1.7,244,89,"Average","owner-occupied",51.546595,0.045326,173,12,3,"woodgrange park","Thames Water",45300,"Redbridge","light_rail",0,0,1,0.562367,459000,430965.230607017,-0.0610779289607466,0,-0.0610779289607466,0
"1178",8192,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM11","B",40,2,1.3,1.2,187,181,"Average","owner-occupied",51.563347,0.222546,67,27,6,"emerson park","Essex & Suffolk Water",43600,"Havering","light_rail",0,0,1,0.6189144,177000,166156.806459502,-0.0612609804547923,0,-0.0612609804547923,0
"1179",11199,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",50.4,2,3.1,2.4,371,282,"Average","rental (private)",51.532952,-0.034038,68,15,2,"mile end","Thames Water",55500,"Tower Hamlets","tube",2,0,0,0.7786142,372000,349059.16732349,-0.0616689050443804,0,-0.0616689050443804,0
"1180",871,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","D",82,5,3.3,1.5,226,104,"Very Poor","owner-occupied",51.426234,-0.167088,163,21,3,"tooting broadway","Thames Water",56300,"Wandsworth","tube",1,0,0,0.2721732,540000,506624.748894199,-0.0618060205662983,0,-0.0618060205662983,0
"1181",13635,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW10","C",78,3,1.9,1.5,139,108,"Good","rental (private)",51.440783,-0.319372,33,10,5,"twickenham","Thames Water",56200,"Richmond upon Thames","rail",0,1,0,1.6237182,448000,420170.849934979,-0.0621186385379941,0,-0.0621186385379941,0
"1182",8797,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB8","C",51.61,3,2.7,2.6,342,339,"Average","rental (private)",51.524188,-0.483139,86,30,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.3136396,233000,218519.871063726,-0.0621464761213483,0,-0.0621464761213483,0
"1183",9346,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW13","C",57.35,3,2.8,1.9,319,223,"Average","rental (private)",51.43713,-0.408851,64,16,6,"feltham","Affinity Water",53500,"Hounslow","rail",0,1,0,1.0924212,258000,241898.312673865,-0.0624096407989742,0,-0.0624096407989742,0
"1184",4612,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",60,4,4.7,1.7,407,137,"Very Poor","owner-occupied",51.37867,0.082723,55,90,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.5486962,440000,412375.73772728,-0.0627824142561815,0,-0.0627824142561815,0
"1185",8321,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","D",66.78,3,3.4,3.4,309,301,"Poor","rental (private)",51.515678,-0.309886,37,35,3,"ealing broadway","Thames Water",64800,"Ealing","tube",2,1,0,0.3622762,450000,421673.790971997,-0.0629471311733392,0,-0.0629471311733392,0
"1186",7276,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",104,5,4.3,1.6,235,85,"Good","owner-occupied",51.404575,-0.037938,134,32,4,"clock house","Thames Water",59500,"Bromley","rail",0,1,0,0.5940584,579000,542551.936770423,-0.062950022849011,0,-0.062950022849011,0
"1187",7044,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",82,3,3.2,1,201,59,"Average","rental (private)",51.596662,-0.039229,209,20,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.8115484,583000,546221.316939358,-0.0630852196580474,0,-0.0630852196580474,0
"1188",1070,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG1","D",58.1,3,3.3,2.7,344,278,"Average","rental (private)",51.564976,0.079611,174,14,4,"ilford","Essex & Suffolk Water",49000,"Redbridge","rail",0,1,0,0.633828,249000,233196.180338068,-0.0634691552688036,0,-0.0634691552688036,0
"1189",4678,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE20","D",94,5,4,1.1,241,66,"Average","owner-occupied",51.420344,-0.051674,23,42,4,"penge east","Thames Water",55200,"Bromley","rail",0,1,0,0.1280084,518000,485111.67722199,-0.0634909706139183,0,-0.0634909706139183,0
"1190",10387,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB7","C",76,4,2.6,1.2,192,83,"Average","owner-occupied",51.499132,-0.470898,136,30,6,"west drayton","Affinity Water",50500,"Hillingdon","rail",0,1,0,1.0669438,397000,371529.916825226,-0.0641563807928828,0,-0.0641563807928828,0
"1191",2868,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"NW8","F",291,8,22,8.7,422,170,"Poor","owner-occupied",51.539463,-0.171339,11,50,2,"st. johns wood","Thames Water",60900,"Westminster","tube",1,0,0,0.438087,5008000,4686295.95008899,-0.064238029135586,0,-0.064238029135586,0
"1192",12228,NA,NA,"D","N","F",NA,NA,NA,"CHEAM",NA,NA,"SM2","E",328,10,17,6.6,291,114,"Poor","owner-occupied",51.349603,-0.208648,109,78,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.640042,1625000,1520465.87059079,-0.0643286950210525,0,-0.0643286950210525,0
"1193",4389,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",104,5,4.2,1.8,209,90,"Average","owner-occupied",51.359204,0.092598,20,90,6,"chelsfield","Thames Water",59300,"Bromley","rail",0,1,0,0.8749312,576000,538946.520533793,-0.0643289574066085,0,-0.0643289574066085,0
"1194",2251,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB5","C",119,6,3.7,2.2,178,102,"Average","owner-occupied",51.557134,-0.359372,83,58,5,"northolt park","Affinity Water",50600,"Ealing","rail",0,1,0,0.1186874,6e+05,561269.524258874,-0.064550792901877,0,-0.064550792901877,0
"1195",5771,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE14","E",95,5,6.1,1.3,366,75,"Good","owner-occupied",51.479224,-0.046574,156,3,2,"new cross gate","Thames Water",49700,"Lewisham","light_rail",0,1,1,0.5449678,660000,617293.214201312,-0.0647072512101329,0,-0.0647072512101329,0
"1196",589,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"CR0","F",266,11,17,10,359,216,"Poor","owner-occupied",51.372611,-0.07623,26,86,3,"sandilands","Thames Water",58200,"Croydon","light_rail",0,0,1,0.462943,1351000,1263414.82251644,-0.064829887108484,0,-0.064829887108484,0
"1197",9446,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW2","C",65,3,1.6,1.6,143,139,"Good","owner-occupied",51.550898,-0.208454,50,62,2,"kilburn","Thames Water",50600,"Camden","tube",1,0,0,0.3249922,558000,521391.10723833,-0.065607334698333,0,-0.065607334698333,0
"1198",1631,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW16","D",93,5,4,1.4,228,78,"Poor","owner-occupied",51.411205,-0.128793,39,36,3,"norbury","Thames Water",53100,"Croydon","rail",0,1,0,0.3367988,495000,462311.534449971,-0.0660373041414722,0,-0.0660373041414722,0
"1199",5699,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN5","D",112,7,5.3,2.4,270,121,"Good","owner-occupied",51.643333,-0.238951,82,134,6,"elstree and borehamwood","Affinity Water",58000,"Barnet","rail",0,1,0,2.407925,766000,715405.328450615,-0.0660504850514164,0,-0.0660504850514164,0
"1200",8685,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",82,4,4.2,0.8,263,49,"Very Poor","owner-occupied",51.430667,0.016925,94,63,4,"grove park","Thames Water",44000,"Bromley","rail",0,1,0,0.2976506,365000,340758.965730843,-0.0664137925182396,0,-0.0664137925182396,0
"1201",6752,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT3","C",102,5,2.9,1.4,160,76,"Good","owner-occupied",51.392843,-0.264411,11,20,4,"malden manor","Thames Water",56700,"Kingston upon Thames","rail",0,1,0,0.7202026,637000,594562.735995238,-0.0666205086416989,0,-0.0666205086416989,0
"1202",4305,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"W2","E",261,9,11,6.7,246,144,"Very Poor","owner-occupied",51.519156,-0.190837,63,29,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.1454076,4368000,4076295.3397085,-0.0667822024476869,0,-0.0667822024476869,0
"1203",10995,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",77,4,3.6,1.4,265,104,"Average","owner-occupied",51.443693,0.090083,178,34,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,1.0700508,410000,382557.624086946,-0.0669326241781802,0,-0.0669326241781802,0
"1204",4266,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",77.44,3,4.4,3,373,257,"Average","owner-occupied",51.462671,0.119484,152,45,5,"bexleyheath","Thames Water",54000,"Bexley","rail",0,1,0,0.7711574,373000,347921.926220662,-0.0672334417676632,0,-0.0672334417676632,0
"1205",9116,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N14","D",59,3,2.3,1.5,202,136,"Average","rental (private)",51.639672,-0.133537,35,70,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.727038,342000,318962.342446169,-0.0673615717948277,0,-0.0673615717948277,0
"1206",10090,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM3","D",69,4,4.2,3.3,346,266,"Average","owner-occupied",51.610902,0.225864,30,44,6,"harold wood","Essex & Suffolk Water",41500,"Havering","rail",0,1,0,1.4484834,237000,221000.14796415,-0.0675099242019007,0,-0.0675099242019007,0
"1207",12528,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N1","D",163,5,6.9,2.6,241,89,"Good","owner-occupied",51.535331,-0.099801,61,29,1,"angel","Thames Water",63500,"Islington","tube",1,0,0,0.3840252,1941000,1809656.75440559,-0.0676678235932068,0,-0.0676678235932068,0
"1208",5956,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA5","D",79,5,3,0.9,214,60,"Average","owner-occupied",51.586528,-0.409614,42,47,5,"eastcote","Affinity Water",60700,"Harrow","tube",2,0,0,1.1576682,519000,483699.484848804,-0.0680164068423809,0,-0.0680164068423809,0
"1209",92,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","E",89,5,4.7,2.3,302,148,"Average","owner-occupied",51.559104,0.179652,122,11,6,"dagenham east","Essex & Suffolk Water",43700,"Havering","tube",1,0,0,1.3875862,354000,329833.987992497,-0.0682655706426631,0,-0.0682655706426631,0
"1210",7810,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N15","D",48,3,2.1,1.3,246,151,"Average","owner-occupied",51.585805,-0.091965,139,19,3,"harringay green lanes","Thames Water",44200,"Haringey","light_rail",0,0,1,0.863746,308000,286973.813346562,-0.0682668397838908,0,-0.0682668397838908,0
"1211",14251,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE22","D",158,7,5,3,174,100,"Good","owner-occupied",51.455656,-0.067861,85,34,2,"east dulwich","Thames Water",62600,"Southwark","rail",0,1,0,0.9762194,1259000,1172671.84465868,-0.0685688287063684,0,-0.0685688287063684,0
"1212",15969,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA5","F",155,8,15,2.9,542,106,"Very Poor","owner-occupied",51.593909,-0.3753,8,67,5,"pinner","Affinity Water",68600,"Harrow","tube",1,0,0,0.5027126,1021000,950604.345039094,-0.0689477521654317,0,-0.0689477521654317,0
"1213",595,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW1V","D",109,4,4.1,2.2,194,104,"Average","rental (private)",51.488154,-0.131017,57,9,1,"pimlico","Thames Water",51700,"Westminster","tube",1,0,0,0.3249922,1376000,1280538.91766971,-0.0693757865772436,0,-0.0693757865772436,0
"1214",3014,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR5","D",110.44,6,4.5,4.4,212,209,"Average","owner-occupied",51.315728,-0.151378,162,126,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.565474,523000,486703.791690181,-0.0694000158887543,0,-0.0694000158887543,0
"1215",10342,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR8","C",105,4,3.6,2.6,197,143,"Average","rental (private)",51.333162,-0.115621,96,101,6,"reedham","SES Water",58600,"Croydon","rail",0,1,0,0.854425,383000,356096.536623861,-0.0702440297027131,0,-0.0702440297027131,0
"1216",14424,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",96.6,6,4.9,4.4,271,240,"Average","owner-occupied",51.388276,-0.04358,70,49,3,"arena","Thames Water",56200,"Croydon","light_rail",0,0,1,1.2757342,504000,468558.600943494,-0.0703202362232255,0,-0.0703202362232255,0
"1217",3015,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE16","C",78,4,2,0.8,143,53,"Good","rental (private)",51.497145,-0.063761,31,6,2,"bermondsey","Thames Water",52400,"Southwark","tube",1,0,0,0.1267656,711000,660795.627646767,-0.0706109315797931,0,-0.0706109315797931,0
"1218",3563,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW16","D",55,3,2.2,1.2,212,116,"Average","rental (private)",51.436988,-0.121567,196,68,3,"streatham hill","Thames Water",54400,"Croydon","rail",0,1,0,0.481585,361000,335432.660652372,-0.0708236547025702,0,-0.0708236547025702,0
"1219",6288,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",258,6,8.8,4.5,194,99,"Very Poor","owner-occupied",51.549158,-0.165095,30,69,2,"belsize park","Thames Water",55700,"Camden","tube",1,0,0,0.1603212,3121000,2899631.74835019,-0.0709286291732807,0,-0.0709286291732807,0
"1220",2818,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR1","C",53,3,1.5,1.1,163,121,"Average","rental (private)",51.414946,0.000788,106,40,4,"ravensbourne","Thames Water",60300,"Bromley","rail",0,1,0,0.6133218,297000,275811.860684201,-0.0713405364168316,0,-0.0713405364168316,0
"1221",11774,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB1","D",72,4,3,0.6,236,43,"Average","owner-occupied",51.526085,-0.367206,88,38,4,"southall","Affinity Water",50800,"Ealing","rail",0,1,0,1.600105,397000,368631.73547167,-0.0714565857136769,0,-0.0714565857136769,0
"1222",3235,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","D",100,4,3.4,1.8,196,101,"Average","owner-occupied",51.467256,-0.215317,99,11,2,"putney bridge","Thames Water",71500,"Kingston upon Thames","tube",1,0,0,0.3486054,827000,767895.01885662,-0.0714691428577746,0,-0.0714691428577746,0
"1223",12807,NA,NA,"T","N","F",NA,NA,NA,"EASTCOTE",NA,NA,"HA5","D",87,5,4,1.4,260,92,"Average","owner-occupied",51.587798,-0.409714,91,50,5,"eastcote","Affinity Water",60700,"Harrow","tube",2,0,0,1.1862526,552000,512390.14155118,-0.0717569899435151,0,-0.0717569899435151,0
"1224",7004,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",114,5,4.6,1.9,228,91,"Average","owner-occupied",51.417836,-0.22439,26,52,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,1.0669438,971000,901259.582916552,-0.0718232925679172,0,-0.0718232925679172,0
"1225",14645,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N7","D",44,5,2,0.9,238,98,"Average","rental (social)",51.563541,-0.114322,114,33,2,"finsbury park","Thames Water",41600,"Islington","tube",2,1,0,0.5089266,556000,515902.563026621,-0.0721176923981639,0,-0.0721176923981639,0
"1226",8369,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW7","C",45,2,1.4,0.8,178,104,"Very Poor","owner-occupied",51.49355,-0.178973,10,13,1,"gloucester road","Thames Water",70100,"Kensington and Chelsea","tube",3,0,0,0.3840252,742000,688486.361239298,-0.0721208069551246,0,-0.0721208069551246,0
"1227",4161,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E5","E",68.95,3,5.3,4.9,511,474,"Very Poor","rental (private)",51.552215,-0.05457,98,21,2,"hackney central","Thames Water",52200,"Hackney","light_rail",0,0,1,0.4231734,510000,473051.196463716,-0.0724486343848709,0,-0.0724486343848709,0
"1228",14846,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"E4","D",118,5,5.5,1.7,262,81,"Good","owner-occupied",51.617625,-0.022598,101,20,4,"highams park","Thames Water",49900,"Waltham Forest","light_rail",0,0,1,1.6510598,639000,592552.841933142,-0.0726872583205918,0,-0.0726872583205918,0
"1229",13751,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN2","D",102,5,4.5,1.3,252,70,"Good","owner-occupied",51.654049,-0.109238,81,39,5,"enfield chase","Thames Water",59200,"Enfield","rail",0,1,0,1.1477258,663000,614199.000429734,-0.0736063341934636,0,-0.0736063341934636,0
